t,v
30-01-2021 04:51,289.521
30-01-2021 10:21,294.3114
30-01-2021 10:21,302.994
30-01-2021 14:01,308.982
30-01-2021 15:52,315.2695
30-01-2021 19:32,311.9761
30-01-2021 19:32,305.0898
30-01-2021 19:32,299.4012
30-01-2021 19:32,290.4192
30-01-2021 17:42,284.1317
30-01-2021 17:42,279.9401
30-01-2021 19:32,275.1497
30-01-2021 19:32,271.2575
30-01-2021 19:32,267.0659
30-01-2021 19:32,264.0719
30-01-2021 21:22,258.982
30-01-2021 23:12,250.5988
30-01-2021 23:12,244.3114
31-01-2021 04:43,247.006
31-01-2021 04:43,253.5928
31-01-2021 04:43,255.3892
31-01-2021 06:33,261.9761
31-01-2021 08:23,268.5629
31-01-2021 10:13,273.3533
31-01-2021 10:13,277.5449
31-01-2021 10:13,282.9341
31-01-2021 10:13,288.9222
31-01-2021 10:13,294.3114
31-01-2021 13:54,299.7006
31-01-2021 13:54,303.2934
31-01-2021 13:54,309.2814
31-01-2021 15:44,315.2695
31-01-2021 15:44,318.2635
31-01-2021 19:24,311.9761
31-01-2021 21:14,305.988
31-01-2021 21:14,297.006
31-01-2021 19:24,291.6168
31-01-2021 19:24,286.2276
31-01-2021 21:14,279.9401
01-02-2021 00:55,275.1497
01-02-2021 00:55,271.2575
01-02-2021 00:55,266.7665
01-02-2021 02:45,260.7785
01-02-2021 04:35,255.6886
01-02-2021 04:35,249.7006
01-02-2021 04:35,244.012
01-02-2021 04:35,239.2216
01-02-2021 06:25,234.1317
01-02-2021 06:25,230.8383
01-02-2021 19:16,235.0299
02-02-2021 08:07,237.4251
02-02-2021 09:58,234.7305
02-02-2021 17:18,232.3353
02-02-2021 22:49,241.018
03-02-2021 04:19,238.0239
03-02-2021 11:40,235.0299
04-02-2021 00:31,237.4251
04-02-2021 00:31,243.4132
04-02-2021 00:31,249.4012
04-02-2021 06:01,255.0898
04-02-2021 11:32,259.8802
04-02-2021 11:32,264.0719
04-02-2021 11:32,268.8623
04-02-2021 13:22,274.2515
04-02-2021 15:12,279.6407
04-02-2021 17:02,283.8323
04-02-2021 18:53,287.7246
04-02-2021 18:53,294.9102
04-02-2021 22:33,299.4012
04-02-2021 22:33,303.8922
04-02-2021 20:43,307.1856
05-02-2021 02:13,310.1797
05-02-2021 05:54,313.1737
05-02-2021 16:55,310.1797
06-02-2021 02:05,308.0838
06-02-2021 02:05,305.0898
06-02-2021 02:05,299.1018
06-02-2021 02:05,293.1138
06-02-2021 07:36,288.024
06-02-2021 09:26,282.0359
06-02-2021 09:26,276.6467
06-02-2021 09:26,272.1557
06-02-2021 11:16,267.9641
06-02-2021 13:06,263.4731
